期间:2024年第9期,,,,币别:人民币,,公司:南宁产投智创科电投资开发有限责任公司,,包含未过账凭证,,,
科目代码,科目名称,年初余额,年初余额,期初余额,期初余额,本期发生额,本期发生额,本年累计,本年累计,期末余额,期末余额
科目代码,科目名称,借方,贷方,借方,贷方,借方,贷方,借方,贷方,借方,贷方
1604.02.10,在建工程_前期费用_造价咨询费,356106.78,,844297.36,,,,790006.04,301815.46,844297.36,
1604.02.11,在建工程_前期费用_人防异地建设费,,,,,,,,,,
1604.02.12,在建工程_前期费用_城市基础设施配套费,863000.7,,863000.7,,,,,,863000.7,
1604.02.13,在建工程_前期费用_水土保持补偿费,,,79244.79,,,,79244.79,,79244.79,
1604.03,在建工程_建筑安装费,86524889.38,,137708836.35,,189873.44,,158729905.94,107356085.53,137898709.79,
1604.03.01,在建工程_建筑安装费_建安工程费,86524889.38,,137708836.35,,189873.44,,116879264.42,65505444.01,137898709.79,
1604.03.99,在建工程_建筑安装费_暂估固定资产,,,,,,,41850641.52,41850641.52,,
1604.04,在建工程_基础设施费,,,,,,,,,,
1604.04.01,在建工程_基础设施费_绿化景观,,,,,,,,,,
1604.04.02,在建工程_基础设施费_室外供水,,,,,,,,,,
1604.04.03,在建工程_基础设施费_室外配电,,,,,,,,,,
1604.04.04,在建工程_基础设施费_室外排水,,,,,,,,,,
1604.04.05,在建工程_基础设施费_围墙、挡土墙,,,,,,,,,,
1604.04.06,在建工程_基础设施费_规划道路,,,,,,,,,,
1604.04.07,在建工程_基础设施费_雨水回收,,,,,,,,,,
1604.04.99,在建工程_基础设施费_暂估固定资产,,,,,,,,,,
1604.05,在建工程_工程材料费,,,,,,,,,,
1604.05.01,在建工程_工程材料费_材料费,,,,,,,,,,
1604.05.99,在建工程_工程材料费_暂估固定资产,,,,,,,,,,
1604.06,在建工程_设备投资,393295.16,,650587.49,,326690.26,,846560.28,262577.69,977277.75,
1604.06.01,在建工程_设备投资_设备款,196460.18,,644082.49,,326690.26,,774312.57,,970772.75,
1604.06.98,在建工程_设备投资_其他,196834.98,,6505,,,,72247.71,262577.69,6505,
1604.06.99,在建工程_设备投资_暂估固定资产,,,,,,,,,,
1604.07,在建工程_公共配套工程,,,499072.59,,,,499072.59,,499072.59,
1604.07.01,在建工程_公共配套工程_物业前期费,,,,,,,,,,
1604.07.02,在建工程_公共配套工程_智能工程,,,499072.59,,,,499072.59,,499072.59,
1604.07.03,在建工程_公共配套工程_太阳能光伏供电系统,,,,,,,,,,
1604.07.04,在建工程_公共配套工程_地下停车划线及交通标示,,,,,,,,,,
1604.07.05,在建工程_公共配套工程_伸缩门及岗亭,,,,,,,,,,
1604.07.06,在建工程_公共配套工程_雨棚,,,,,,,,,,
1604.07.07,在建工程_公共配套工程_零星维修工程,,,,,,,,,,
1604.07.99,在建工程_公共配套工程_暂估固定资产,,,,,,,,,,
1604.08,在建工程_待摊投资,2999977.68,,5574478.91,,1163956.62,,4268322.93,529865.08,6738435.53,
1604.08.01,在建工程_待摊投资_勘察设计费,,,,,,,,,,
1604.08.02,在建工程_待摊投资_报建费,,,,,,,,,,
1604.08.03,在建工程_待摊投资_三通一平费,2071455.76,,2071455.76,,,,,,2071455.76,
1604.08.04,在建工程_待摊投资_临时设施费,,,,,,,,,,
1604.08.05,在建工程_待摊投资_评审费,,,,,,,,,,
1604.08.06,在建工程_待摊投资_建设管理费,,,1008679.25,,,,1008679.25,,1008679.25,
1604.08.07,在建工程_待摊投资_招投标费,,,,,,,,,,
1604.08.08,在建工程_待摊投资_土地复垦及补偿费,,,,,,,,,,
1604.08.09,在建工程_待摊投资_测量费,,,,,,,,,,
1604.08.10,在建工程_待摊投资_监理费,229377.08,,321327.76,,,,91950.68,,321327.76,
1604.08.11,在建工程_待摊投资_职工薪酬,,,63988.51,,,,63988.51,,63988.51,
1604.08.11.01,在建工程_待摊投资_职工薪酬_工资,,,46584.6,,,,46584.6,,46584.6,
1604.08.11.02,在建工程_待摊投资_职工薪酬_福利费,,,,,,,,,,
1604.08.11.03,在建工程_待摊投资_职工薪酬_养老保险费,,,7778.08,,,,7778.08,,7778.08,
1604.08.11.04,在建工程_待摊投资_职工薪酬_医疗保险费,,,3232.77,,,,3232.77,,3232.77,
1604.08.11.05,在建工程_待摊投资_职工薪酬_失业保险费,,,243.07,,,,243.07,,243.07,
1604.08.11.06,在建工程_待摊投资_职工薪酬_工伤保险费,,,315.99,,,,315.99,,315.99,
1604.08.11.07,在建工程_待摊投资_职工薪酬_生育保险费,,,,,,,,,,
1604.08.11.08,在建工程_待摊投资_职工薪酬_住房公积金,,,5834,,,,5834,,5834,
1604.08.12,在建工程_待摊投资_利息及融资费用,,302023.94,885283.08,,1036592,,2750403.86,526504.84,1921875.08,
1604.08.12.01,在建工程_待摊投资_利息及融资费用_贷款利息支出,67750,,1305419.34,,1041544.44,,2770552.77,491338.99,2346963.78,
1604.08.12.02,在建工程_待摊投资_利息及融资费用_债券利息支出,,,,,,,,,,
1604.08.12.03,在建工程_待摊投资_利息及融资费用_利息收入,,370264.94,,420858.26,-4952.44,,-56176.18,-630.42,,425810.7
1604.08.12.04,在建工程_待摊投资_利息及融资费用_手续费,491,,722,,,,36027.27,35796.27,722,
1604.08.13,在建工程_待摊投资_建筑工程交易服务费,,,,,,,,,,
1604.08.14,在建工程_待摊投资_税金,290192.69,,355312.55,,,,66456.59,1336.73,355312.55,
1604.08.14.01,在建工程_待摊投资_税金_印花税,48556.11,,50640.34,,,,3420.96,1336.73,50640.34,
1604.08.14.02,在建工程_待摊投资_税金_土地使用税,241636.58,,304672.21,,,,63035.63,,304672.21,
1604.08.15,在建工程_待摊投资_办公费,30646.27,,30759.48,,,,113.21,,30759.48,
1604.08.16,在建工程_待摊投资_工具用具使用费,,,,,,,,,,
1604.08.17,在建工程_待摊投资_折旧费,,,,,,,,,,
1604.08.19,在建工程_待摊投资_保险费,,,,,,,,,,
1604.08.20,在建工程_待摊投资_维修费,,,,,,,,,,
1604.08.21,在建工程_待摊投资_工程电费,219046.92,,255843.02,,,,36796.1,,255843.02,
1604.08.22,在建工程_待摊投资_检测费,433323.25,,433323.25,,,,,,433323.25,
1604.08.23,在建工程_待摊投资_工程水费,27959.65,,141295.81,,127364.62,,240700.78,,268660.43,
1604.08.24,在建工程_待摊投资_工程管理费,,,,,,,,,,
1604.08.99,在建工程_待摊投资_其他,,,7210.44,,,,9233.95,2023.51,7210.44,
1604.09,在建工程_软件开发,,,,,,,,,,
1605,工程物资,,,,,,,,,,
1605.01,工程物资_专用材料,,,,,,,,,,
1605.02,工程物资_专用设备,,,,,,,,,,
1605.03,工程物资_工器具,,,,,,,,,,
1605.99,工程物资_其他,,,,,,,,,,
1606,固定资产清理,,,,,,,,,,
1606.01,固定资产清理_房屋建筑物,,,,,,,,,,
1606.02,固定资产清理_机器设备,,,,,,,,,,
1606.03,固定资产清理_运输工具,,,,,,,,,,
1606.04,固定资产清理_电子设备,,,,,,,,,,
1606.05,固定资产清理_办公设备,,,,,,,,,,
1606.06,固定资产清理_其他设备,,,,,,,,,,
1607,在建工程减值准备,,,,,,,,,,
1608,代建工程,,,,,,,,,,
1608.01,代建工程_前期费用,,,,,,,,,,
1608.02,代建工程_物业维修改造项目,,,,,,,,,,
1608.03,代建工程_供水维修改造项目,,,,,,,,,,
1608.04,代建工程_建安工程,,,,,,,,,,
1608.05,代建工程_基础设施费,,,,,,,,,,
1608.06,代建工程_施工监理费,,,,,,,,,,
1608.07,代建工程_待摊投资,,,,,,,,,,
1608.07.01,代建工程_待摊投资_设计费,,,,,,,,,,
1608.07.02,代建工程_待摊投资_测量费,,,,,,,,,,
1608.07.03,代建工程_待摊投资_勘察费,,,,,,,,,,
1608.07.04,代建工程_待摊投资_工程质量监理费,,,,,,,,,,
1608.07.05,代建工程_待摊投资_工程检测设备检验费,,,,,,,,,,
